"CODE","NAME","YEAR","ANTIGEN","ANTIGEN_DESCRIPTION","COVERAGE"
"CRI","Costa Rica",1996,"MCV1","Measles-containing vaccine, 1st dose",84
"CIV","Côte d'Ivoire",1996,"MCV1","Measles-containing vaccine, 1st dose",65
"HRV","Croatia",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"CUB","Cuba",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"CYP","Cyprus",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"CZE","Czechia",1996,"MCV1","Measles-containing vaccine, 1st dose",97
"PRK","Democratic People's Republic of Korea",1996,"MCV1","Measles-containing vaccine, 1st dose",50
"COD","Democratic Republic of the Congo",1996,"MCV1","Measles-containing vaccine, 1st dose",21
"DNK","Denmark",1996,"MCV1","Measles-containing vaccine, 1st dose",85
"DJI","Djibouti",1996,"MCV1","Measles-containing vaccine, 1st dose",41
"DMA","Dominica",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"DOM","Dominican Republic",1996,"MCV1","Measles-containing vaccine, 1st dose",79
"ECU","Ecuador",1996,"MCV1","Measles-containing vaccine, 1st dose",79
"EGY","Egypt",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"SLV","El Salvador",1996,"MCV1","Measles-containing vaccine, 1st dose",94
"GNQ","Equatorial Guinea",1996,"MCV1","Measles-containing vaccine, 1st dose",81
"ERI","Eritrea",1996,"MCV1","Measles-containing vaccine, 1st dose",66
"EST","Estonia",1996,"MCV1","Measles-containing vaccine, 1st dose",86
"SWZ","Eswatini",1996,"MCV1","Measles-containing vaccine, 1st dose",82
"ETH","Ethiopia",1996,"MCV1","Measles-containing vaccine, 1st dose",54
"FJI","Fiji",1996,"MCV1","Measles-containing vaccine, 1st dose",94
"FIN","Finland",1996,"MCV1","Measles-containing vaccine, 1st dose",98
"FRA","France",1996,"MCV1","Measles-containing vaccine, 1st dose",84
"GAB","Gabon",1996,"MCV1","Measles-containing vaccine, 1st dose",57
"GMB","Gambia",1996,"MCV1","Measles-containing vaccine, 1st dose",94
"GEO","Georgia",1996,"MCV1","Measles-containing vaccine, 1st dose",65
"DEU","Germany",1996,"MCV1","Measles-containing vaccine, 1st dose",91
"GHA","Ghana",1996,"MCV1","Measles-containing vaccine, 1st dose",71
"GRC","Greece",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"GRD","Grenada",1996,"MCV1","Measles-containing vaccine, 1st dose",85
"GTM","Guatemala",1996,"MCV1","Measles-containing vaccine, 1st dose",69
"GIN","Guinea",1996,"MCV1","Measles-containing vaccine, 1st dose",61
"GNB","Guinea-Bissau",1996,"MCV1","Measles-containing vaccine, 1st dose",49
"GUY","Guyana",1996,"MCV1","Measles-containing vaccine, 1st dose",91
"HTI","Haiti",1996,"MCV1","Measles-containing vaccine, 1st dose",50
"HND","Honduras",1996,"MCV1","Measles-containing vaccine, 1st dose",91
"HUN","Hungary",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"ISL","Iceland",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"IND","India",1996,"MCV1","Measles-containing vaccine, 1st dose",66
"IDN","Indonesia",1996,"MCV1","Measles-containing vaccine, 1st dose",79
"IRN","Iran (Islamic Republic of)",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"IRQ","Iraq",1996,"MCV1","Measles-containing vaccine, 1st dose",82
"IRL","Ireland",1996,"MCV1","Measles-containing vaccine, 1st dose",77
"ISR","Israel",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"ITA","Italy",1996,"MCV1","Measles-containing vaccine, 1st dose",55
"JAM","Jamaica",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"JPN","Japan",1996,"MCV1","Measles-containing vaccine, 1st dose",94
"JOR","Jordan",1996,"MCV1","Measles-containing vaccine, 1st dose",94
"KAZ","Kazakhstan",1996,"MCV1","Measles-containing vaccine, 1st dose",97
"KEN","Kenya",1996,"MCV1","Measles-containing vaccine, 1st dose",81
"KIR","Kiribati",1996,"MCV1","Measles-containing vaccine, 1st dose",64
"KWT","Kuwait",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"KGZ","Kyrgyzstan",1996,"MCV1","Measles-containing vaccine, 1st dose",98
"LAO","Lao People's Democratic Republic",1996,"MCV1","Measles-containing vaccine, 1st dose",73
"LVA","Latvia",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"LBN","Lebanon",1996,"MCV1","Measles-containing vaccine, 1st dose",85
"LSO","Lesotho",1996,"MCV1","Measles-containing vaccine, 1st dose",82
"LBR","Liberia",1996,"MCV1","Measles-containing vaccine, 1st dose",NA
"LBY","Libya",1996,"MCV1","Measles-containing vaccine, 1st dose",93
"LTU","Lithuania",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"LUX","Luxembourg",1996,"MCV1","Measles-containing vaccine, 1st dose",91
"MDG","Madagascar",1996,"MCV1","Measles-containing vaccine, 1st dose",46
"MWI","Malawi",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"MYS","Malaysia",1996,"MCV1","Measles-containing vaccine, 1st dose",97
"MDV","Maldives",1996,"MCV1","Measles-containing vaccine, 1st dose",95
"MLI","Mali",1996,"MCV1","Measles-containing vaccine, 1st dose",57
"MLT","Malta",1996,"MCV1","Measles-containing vaccine, 1st dose",51
"MHL","Marshall Islands",1996,"MCV1","Measles-containing vaccine, 1st dose",69
"MRT","Mauritania",1996,"MCV1","Measles-containing vaccine, 1st dose",66
"MUS","Mauritius",1996,"MCV1","Measles-containing vaccine, 1st dose",61
"MEX","Mexico",1996,"MCV1","Measles-containing vaccine, 1st dose",93
"FSM","Micronesia (Federated States of)",1996,"MCV1","Measles-containing vaccine, 1st dose",82
"MCO","Monaco",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"MNG","Mongolia",1996,"MCV1","Measles-containing vaccine, 1st dose",89
"MAR","Morocco",1996,"MCV1","Measles-containing vaccine, 1st dose",93
"MOZ","Mozambique",1996,"MCV1","Measles-containing vaccine, 1st dose",58
"MMR","Myanmar",1996,"MCV1","Measles-containing vaccine, 1st dose",86
"NAM","Namibia",1996,"MCV1","Measles-containing vaccine, 1st dose",61
"NRU","Nauru",1996,"MCV1","Measles-containing vaccine, 1st dose",NA
"NPL","Nepal",1996,"MCV1","Measles-containing vaccine, 1st dose",65
"NLD","Netherlands (Kingdom of the)",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"NZL","New Zealand",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"NIC","Nicaragua",1996,"MCV1","Measles-containing vaccine, 1st dose",85
"NER","Niger",1996,"MCV1","Measles-containing vaccine, 1st dose",38
"NGA","Nigeria",1996,"MCV1","Measles-containing vaccine, 1st dose",38
"NIU","Niue",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"MKD","North Macedonia",1996,"MCV1","Measles-containing vaccine, 1st dose",91
"NOR","Norway",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"PSE","occupied Palestinian territory, including east Jerusalem",1996,"MCV1","Measles-containing vaccine, 1st dose",95
"OMN","Oman",1996,"MCV1","Measles-containing vaccine, 1st dose",98
"PAK","Pakistan",1996,"MCV1","Measles-containing vaccine, 1st dose",50
"PLW","Palau",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"PAN","Panama",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"PNG","Papua New Guinea",1996,"MCV1","Measles-containing vaccine, 1st dose",24
"PRY","Paraguay",1996,"MCV1","Measles-containing vaccine, 1st dose",81
"PER","Peru",1996,"MCV1","Measles-containing vaccine, 1st dose",87
"PHL","Philippines",1996,"MCV1","Measles-containing vaccine, 1st dose",76
"POL","Poland",1996,"MCV1","Measles-containing vaccine, 1st dose",97
"PRT","Portugal",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"QAT","Qatar",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"KOR","Republic of Korea",1996,"MCV1","Measles-containing vaccine, 1st dose",89
"MDA","Republic of Moldova",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"ROU","Romania",1996,"MCV1","Measles-containing vaccine, 1st dose",94
"RUS","Russian Federation",1996,"MCV1","Measles-containing vaccine, 1st dose",88
"RWA","Rwanda",1996,"MCV1","Measles-containing vaccine, 1st dose",76
"KNA","Saint Kitts and Nevis",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"LCA","Saint Lucia",1996,"MCV1","Measles-containing vaccine, 1st dose",95
"VCT","Saint Vincent and the Grenadines",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"WSM","Samoa",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"SMR","San Marino",1996,"MCV1","Measles-containing vaccine, 1st dose",98
"STP","Sao Tome and Principe",1996,"MCV1","Measles-containing vaccine, 1st dose",57
"SAU","Saudi Arabia",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"SEN","Senegal",1996,"MCV1","Measles-containing vaccine, 1st dose",70
"SRB","Serbia",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"SYC","Seychelles",1996,"MCV1","Measles-containing vaccine, 1st dose",98
"SLE","Sierra Leone",1996,"MCV1","Measles-containing vaccine, 1st dose",NA
"SGP","Singapore",1996,"MCV1","Measles-containing vaccine, 1st dose",97
"SVK","Slovakia",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"SVN","Slovenia",1996,"MCV1","Measles-containing vaccine, 1st dose",93
"SLB","Solomon Islands",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"SOM","Somalia",1996,"MCV1","Measles-containing vaccine, 1st dose",33
"ZAF","South Africa",1996,"MCV1","Measles-containing vaccine, 1st dose",76
"ESP","Spain",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"LKA","Sri Lanka",1996,"MCV1","Measles-containing vaccine, 1st dose",89
"SDN","Sudan",1996,"MCV1","Measles-containing vaccine, 1st dose",59
"SUR","Suriname",1996,"MCV1","Measles-containing vaccine, 1st dose",87
"SWE","Sweden",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"CHE","Switzerland",1996,"MCV1","Measles-containing vaccine, 1st dose",83
"SYR","Syrian Arab Republic",1996,"MCV1","Measles-containing vaccine, 1st dose",85
"TJK","Tajikistan",1996,"MCV1","Measles-containing vaccine, 1st dose",79
"THA","Thailand",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"TGO","Togo",1996,"MCV1","Measles-containing vaccine, 1st dose",48
"TON","Tonga",1996,"MCV1","Measles-containing vaccine, 1st dose",95
"TTO","Trinidad and Tobago",1996,"MCV1","Measles-containing vaccine, 1st dose",88
"TUN","Tunisia",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"TUR","Türkiye",1996,"MCV1","Measles-containing vaccine, 1st dose",72
"TKM","Turkmenistan",1996,"MCV1","Measles-containing vaccine, 1st dose",98
"TUV","Tuvalu",1996,"MCV1","Measles-containing vaccine, 1st dose",94
"UGA","Uganda",1996,"MCV1","Measles-containing vaccine, 1st dose",55
"UKR","Ukraine",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"ARE","United Arab Emirates",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"GBR","United Kingdom of Great Britain and Northern Ireland",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"TZA","United Republic of Tanzania",1996,"MCV1","Measles-containing vaccine, 1st dose",78
"USA","United States of America",1996,"MCV1","Measles-containing vaccine, 1st dose",91
"URY","Uruguay",1996,"MCV1","Measles-containing vaccine, 1st dose",89
"UZB","Uzbekistan",1996,"MCV1","Measles-containing vaccine, 1st dose",95
"VUT","Vanuatu",1996,"MCV1","Measles-containing vaccine, 1st dose",61
"VEN","Venezuela (Bolivarian Republic of)",1996,"MCV1","Measles-containing vaccine, 1st dose",64
"VNM","Viet Nam",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"YEM","Yemen",1996,"MCV1","Measles-containing vaccine, 1st dose",43
"ZMB","Zambia",1996,"MCV1","Measles-containing vaccine, 1st dose",86
"ZWE","Zimbabwe",1996,"MCV1","Measles-containing vaccine, 1st dose",88
"AFG","Afghanistan",1995,"MCV1","Measles-containing vaccine, 1st dose",41
"ALB","Albania",1995,"MCV1","Measles-containing vaccine, 1st dose",91
"DZA","Algeria",1995,"MCV1","Measles-containing vaccine, 1st dose",89
"AGO","Angola",1995,"MCV1","Measles-containing vaccine, 1st dose",46
"ATG","Antigua and Barbuda",1995,"MCV1","Measles-containing vaccine, 1st dose",93
"ARG","Argentina",1995,"MCV1","Measles-containing vaccine, 1st dose",99
"ARM","Armenia",1995,"MCV1","Measles-containing vaccine, 1st dose",96
"AUS","Australia",1995,"MCV1","Measles-containing vaccine, 1st dose",87
"AUT","Austria",1995,"MCV1","Measles-containing vaccine, 1st dose",60
"AZE","Azerbaijan",1995,"MCV1","Measles-containing vaccine, 1st dose",64
"BHS","Bahamas",1995,"MCV1","Measles-containing vaccine, 1st dose",90
"BHR","Bahrain",1995,"MCV1","Measles-containing vaccine, 1st dose",95
"BGD","Bangladesh",1995,"MCV1","Measles-containing vaccine, 1st dose",79
"BRB","Barbados",1995,"MCV1","Measles-containing vaccine, 1st dose",92
"BLR","Belarus",1995,"MCV1","Measles-containing vaccine, 1st dose",93
"BEL","Belgium",1995,"MCV1","Measles-containing vaccine, 1st dose",85
"BLZ","Belize",1995,"MCV1","Measles-containing vaccine, 1st dose",83
"BEN","Benin",1995,"MCV1","Measles-containing vaccine, 1st dose",65
"BTN","Bhutan",1995,"MCV1","Measles-containing vaccine, 1st dose",85
"BOL","Bolivia (Plurinational State of)",1995,"MCV1","Measles-containing vaccine, 1st dose",58
"BIH","Bosnia and Herzegovina",1995,"MCV1","Measles-containing vaccine, 1st dose",53
"BWA","Botswana",1995,"MCV1","Measles-containing vaccine, 1st dose",89
"BRA","Brazil",1995,"MCV1","Measles-containing vaccine, 1st dose",87
"BRN","Brunei Darussalam",1995,"MCV1","Measles-containing vaccine, 1st dose",99
"BGR","Bulgaria",1995,"MCV1","Measles-containing vaccine, 1st dose",94
"BFA","Burkina Faso",1995,"MCV1","Measles-containing vaccine, 1st dose",43
"BDI","Burundi",1995,"MCV1","Measles-containing vaccine, 1st dose",80
"CPV","Cabo Verde",1995,"MCV1","Measles-containing vaccine, 1st dose",85
"KHM","Cambodia",1995,"MCV1","Measles-containing vaccine, 1st dose",62
"CMR","Cameroon",1995,"MCV1","Measles-containing vaccine, 1st dose",46
"CAN","Canada",1995,"MCV1","Measles-containing vaccine, 1st dose",96
"CAF","Central African Republic",1995,"MCV1","Measles-containing vaccine, 1st dose",46
"TCD","Chad",1995,"MCV1","Measles-containing vaccine, 1st dose",26
"CHL","Chile",1995,"MCV1","Measles-containing vaccine, 1st dose",97
"CHN","China",1995,"MCV1","Measles-containing vaccine, 1st dose",80
"COL","Colombia",1995,"MCV1","Measles-containing vaccine, 1st dose",95
"COM","Comoros",1995,"MCV1","Measles-containing vaccine, 1st dose",69
"COG","Congo",1995,"MCV1","Measles-containing vaccine, 1st dose",38
"COK","Cook Islands",1995,"MCV1","Measles-containing vaccine, 1st dose",96
"CRI","Costa Rica",1995,"MCV1","Measles-containing vaccine, 1st dose",91
"CIV","Côte d'Ivoire",1995,"MCV1","Measles-containing vaccine, 1st dose",57
"HRV","Croatia",1995,"MCV1","Measles-containing vaccine, 1st dose",92
"CUB","Cuba",1995,"MCV1","Measles-containing vaccine, 1st dose",99
"CYP","Cyprus",1995,"MCV1","Measles-containing vaccine, 1st dose",83
"CZE","Czechia",1995,"MCV1","Measles-containing vaccine, 1st dose",96
"PRK","Democratic People's Republic of Korea",1995,"MCV1","Measles-containing vaccine, 1st dose",67
"COD","Democratic Republic of the Congo",1995,"MCV1","Measles-containing vaccine, 1st dose",27
"DNK","Denmark",1995,"MCV1","Measles-containing vaccine, 1st dose",88
"DJI","Djibouti",1995,"MCV1","Measles-containing vaccine, 1st dose",41
"DMA","Dominica",1995,"MCV1","Measles-containing vaccine, 1st dose",99
"DOM","Dominican Republic",1995,"MCV1","Measles-containing vaccine, 1st dose",78
"ECU","Ecuador",1995,"MCV1","Measles-containing vaccine, 1st dose",81
"EGY","Egypt",1995,"MCV1","Measles-containing vaccine, 1st dose",89
"SLV","El Salvador",1995,"MCV1","Measles-containing vaccine, 1st dose",93
"GNQ","Equatorial Guinea",1995,"MCV1","Measles-containing vaccine, 1st dose",81
"ERI","Eritrea",1995,"MCV1","Measles-containing vaccine, 1st dose",58
"EST","Estonia",1995,"MCV1","Measles-containing vaccine, 1st dose",81
"SWZ","Eswatini",1995,"MCV1","Measles-containing vaccine, 1st dose",94
"ETH","Ethiopia",1995,"MCV1","Measles-containing vaccine, 1st dose",38
"FJI","Fiji",1995,"MCV1","Measles-containing vaccine, 1st dose",94
"FIN","Finland",1995,"MCV1","Measles-containing vaccine, 1st dose",98
"FRA","France",1995,"MCV1","Measles-containing vaccine, 1st dose",83
"GAB","Gabon",1995,"MCV1","Measles-containing vaccine, 1st dose",57
"GMB","Gambia",1995,"MCV1","Measles-containing vaccine, 1st dose",91
"GEO","Georgia",1995,"MCV1","Measles-containing vaccine, 1st dose",61
"DEU","Germany",1995,"MCV1","Measles-containing vaccine, 1st dose",92
"GHA","Ghana",1995,"MCV1","Measles-containing vaccine, 1st dose",70
"GRC","Greece",1995,"MCV1","Measles-containing vaccine, 1st dose",70
"GRD","Grenada",1995,"MCV1","Measles-containing vaccine, 1st dose",88
"GTM","Guatemala",1995,"MCV1","Measles-containing vaccine, 1st dose",83
"GIN","Guinea",1995,"MCV1","Measles-containing vaccine, 1st dose",61
"GNB","Guinea-Bissau",1995,"MCV1","Measles-containing vaccine, 1st dose",45
"GUY","Guyana",1995,"MCV1","Measles-containing vaccine, 1st dose",77
"HTI","Haiti",1995,"MCV1","Measles-containing vaccine, 1st dose",49
"HND","Honduras",1995,"MCV1","Measles-containing vaccine, 1st dose",89
"HUN","Hungary",1995,"MCV1","Measles-containing vaccine, 1st dose",99
"ISL","Iceland",1995,"MCV1","Measles-containing vaccine, 1st dose",99
"IND","India",1995,"MCV1","Measles-containing vaccine, 1st dose",72
"IDN","Indonesia",1995,"MCV1","Measles-containing vaccine, 1st dose",63
"IRN","Iran (Islamic Republic of)",1995,"MCV1","Measles-containing vaccine, 1st dose",95
"IRQ","Iraq",1995,"MCV1","Measles-containing vaccine, 1st dose",80
"IRL","Ireland",1995,"MCV1","Measles-containing vaccine, 1st dose",77
"ISR","Israel",1995,"MCV1","Measles-containing vaccine, 1st dose",93
"ITA","Italy",1995,"MCV1","Measles-containing vaccine, 1st dose",50
"JAM","Jamaica",1995,"MCV1","Measles-containing vaccine, 1st dose",90
"JPN","Japan",1995,"MCV1","Measles-containing vaccine, 1st dose",93
"JOR","Jordan",1995,"MCV1","Measles-containing vaccine, 1st dose",92
"KAZ","Kazakhstan",1995,"MCV1","Measles-containing vaccine, 1st dose",95
"KEN","Kenya",1995,"MCV1","Measles-containing vaccine, 1st dose",83
"KIR","Kiribati",1995,"MCV1","Measles-containing vaccine, 1st dose",47
"KWT","Kuwait",1995,"MCV1","Measles-containing vaccine, 1st dose",98
"KGZ","Kyrgyzstan",1995,"MCV1","Measles-containing vaccine, 1st dose",97
"LAO","Lao People's Democratic Republic",1995,"MCV1","Measles-containing vaccine, 1st dose",68
"LVA","Latvia",1995,"MCV1","Measles-containing vaccine, 1st dose",81
"LBN","Lebanon",1995,"MCV1","Measles-containing vaccine, 1st dose",85
"LSO","Lesotho",1995,"MCV1","Measles-containing vaccine, 1st dose",83
"LBR","Liberia",1995,"MCV1","Measles-containing vaccine, 1st dose",NA
"LBY","Libya",1995,"MCV1","Measles-containing vaccine, 1st dose",92
"LTU","Lithuania",1995,"MCV1","Measles-containing vaccine, 1st dose",94
"LUX","Luxembourg",1995,"MCV1","Measles-containing vaccine, 1st dose",88
"MDG","Madagascar",1995,"MCV1","Measles-containing vaccine, 1st dose",55
"MWI","Malawi",1995,"MCV1","Measles-containing vaccine, 1st dose",90
"MYS","Malaysia",1995,"MCV1","Measles-containing vaccine, 1st dose",97
"MDV","Maldives",1995,"MCV1","Measles-containing vaccine, 1st dose",96
"MLI","Mali",1995,"MCV1","Measles-containing vaccine, 1st dose",52
"MLT","Malta",1995,"MCV1","Measles-containing vaccine, 1st dose",51
"MHL","Marshall Islands",1995,"MCV1","Measles-containing vaccine, 1st dose",57
"MRT","Mauritania",1995,"MCV1","Measles-containing vaccine, 1st dose",67
"MUS","Mauritius",1995,"MCV1","Measles-containing vaccine, 1st dose",89
"MEX","Mexico",1995,"MCV1","Measles-containing vaccine, 1st dose",90
"FSM","Micronesia (Federated States of)",1995,"MCV1","Measles-containing vaccine, 1st dose",90
